freq,purpose,c_dest,quant_inc,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,TOTAL,EU27_2020_FOR,Q4,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	601711 	652415 	1268932 	1574652 
A,TOTAL,EU27_2020_FOR,Q4,N1-3,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	153692 	182903 	475963 	583924 
A,TOTAL,EU27_2020_FOR,Q4,N1-3,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	802175 	2828106 	6397244 	6610460 
A,TOTAL,EU27_2020_FOR,Q4,N1-3,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	54358 u	131940 u	279026 
A,TOTAL,EU27_2020_FOR,Q4,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	26641465 	33643138 	33391275 
A,TOTAL,EU27_2020_FOR,Q4,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	4774356 	5771364 	11519557 	13307242 
A,TOTAL,EU27_2020_FOR,Q4,N_GE1,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	1437913 	1303255 	2188419 	3018699 
A,TOTAL,EU27_2020_FOR,Q4,N_GE1,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	10036099 	47269151 	76472275 	83326688 
A,TOTAL,EU27_2020_FOR,Q4,N_GE1,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	710644 	1808761 	3535737 	4891724 
A,TOTAL,EU27_2020_FOR,Q4,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	24766015 	30294435 	30090288 
A,TOTAL,EU27_2020_FOR,Q4,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	4172644 	5118948 	10250625 	11732590 
A,TOTAL,EU27_2020_FOR,Q4,N_GE4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	1284220 	1120352 	1712456 	2434775 
A,TOTAL,EU27_2020_FOR,Q4,N_GE4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	9233924 	44441045 	70075030 	76716228 
A,TOTAL,EU27_2020_FOR,Q4,N_GE4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	699287 	1754403 	3403797 	4612698 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	47376 	: 	: 	: 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	3249221 	5210092 	11086455 	12718185 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	3242734 	3815372 	7721698 	8881629 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	97968 u	69446 u	326815 	499602 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	3256556 	2788590 	6287898 	: 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	267739 	205277 	705873 	945063 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1573236 	1285648 	3371618 	4465438 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	17384133 	20683313 	36666659 	40258783 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	1687231 	2017071 	3022141 	3592074 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	367271 	348758 	862244 	1196280 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	102150 	140912 	283331 	297998 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	2615254 	3501173 	7589045 	8592692 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	1823724 	1199382 	3955711 	5600079 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	6576213 	6464503 	14957720 	17499720 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	251660 	306325 	897927 	1412912 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	2314558 	2083124 	4103818 	4522466 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	699998 	375217 	2181969 	2870767 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1680556 	1520778 	3681323 	4193322 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	391208 	494290 	743072 	924714 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	1060917 	1248046 	1927105 	2310309 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	365539 	347384 	974875 	1234130 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	46073 u	: 	: 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	149816 	197276 	352281 	486861 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	3619832 	5910175 	12287460 	13288561 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1251677 	5137845 	4909772 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	2367838 	2844350 	5103708 	5759238 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	437516 	487965 	1459831 	1965950 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	109590 u	157320 u	376583 	527519 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	2171792 	3106246 	7945271 	: 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	897102 	1526794 	2208146 	3229705 
A,TOTAL,EU27_2020_FOR,TOTAL,N1-3,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	1171773 	1157174 	2765513 	3604129 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	2310343 	: 	: 	: 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	17798123 	39451712 	65317472 	70720562 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	42152771 	56568522 	81981758 	85971406 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	948307 	647116 	3336784 	4253461 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	45822937 	47036180 	73865673 	: 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	3315291 	3249825 	5385457 	7318090 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	13311148 	18347112 	32945868 	35342434 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	248864958 	333762697 	536171737 	572099447 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	16015706 	17936633 	30075984 	31656187 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	3096740 	2763550 	4340835 	5888715 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	1799627 	2041080 	4561185 	4426673 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	17446796 	29442193 	53746269 	57786963 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	16986443 	10973040 	34810907 	37456096 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	45171968 	71422741 	115099083 	125994850 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	2522720 	3187914 	3900693 	6157704 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	8778439 	10674285 	21998331 	25605337 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	6226567 	8193113 	32692249 	33589595 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	12424207 	25459452 	43466023 	39157717 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	2857804 	3520507 	7979479 	8976062 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	9769663 	12524015 	16343383 	15882316 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	2166957 	2916247 	4502825 	6003755 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	245886 	827634 	: 	: 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	721536 	1374875 	2397758 	2934534 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	50845726 	95946884 	159243696 	164622449 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	15837438 	39186582 	40095189 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	47875941 	53171470 	87904098 	84731876 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	3245441 	5049319 	10076142 	11462978 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	2530242 	5662845 	8506106 	10429007 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	21242875 	30681425 	92505604 	: 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	6333751 	10461264 	14519445 	16614964 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE1,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	4340016 	7911217 	14141574 	17556515 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	2262967 	: 	: 	: 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	14548902 	34241620 	54231016 	58002377 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	38910037 	52753149 	74260060 	77089777 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	850339 	577670 u	3009969 	3753859 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	42566381 	44247590 	67577774 	: 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	3047553 	3044548 	4679584 	6373027 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	11737911 	17061464 	29574251 	30876996 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	231480825 	313079384 	499505079 	531840663 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	14328474 	15919561 	27053843 	28064113 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	2729469 	2414792 	3478591 	4692434 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	1697477 	1900167 	4277854 	4128675 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	14831542 	25941020 	46157224 	49194272 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	15162718 	9773658 	30855197 	31856017 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	38595755 	64958237 	100141363 	108495130 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	2271060 	2881589 	3002766 	4744792 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	6463881 	8591161 	17894513 	21082871 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	5526569 	7817896 	30510279 	30718828 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	10743651 	23938675 	39784700 	34964395 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	2466596 	3026217 	7236407 	8051347 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	8708746 	11275970 	14416278 	13572007 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	1801418 	2568862 	3527950 	4769625 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	226140 	781561 	: 	: 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	571720 	1177599 	2045477 	2447673 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	47225894 	90036708 	146956236 	151333889 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	14585761 	34048737 	35185417 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	45508103 	50327120 	82800391 	78972638 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	2807925 	4561354 	8616311 	9497028 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	2420652 	5505525 	8129524 	9901488 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	19071084 	27575180 	84560333 	: 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	5436650 	8934470 	12311298 	13385259 
A,TOTAL,EU27_2020_FOR,TOTAL,N_GE4,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	3168243 	6754042 	11376061 	13952386 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	47376 	: 	: 	: 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	3249221 	5210092 	11086455 	12718185 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	3242734 	: 	: 	: 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	97968 u	69446 u	326815 	499602 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	3256556 	2788590 	6287898 	: 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	267739 	205277 	705873 	945063 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1573236 	1285648 	3371618 	4465438 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	17384133 	20683313 	36666659 	40258783 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	102150 	140912 	283331 	297998 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	2615254 	3501173 	7589045 	8592692 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	1823724 	1199382 	3955711 	5600079 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	6576213 	6464503 	14957720 	17499720 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	251660 	306325 	897927 	1412912 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	2314558 	2083124 	4103818 	4522466 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	699998 	375217 	2181969 	2870767 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1680556 	1520778 	3681323 	4193322 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	391208 	494290 	743072 	924714 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	1060917 	1248046 	1927105 	2310309 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	365539 	347384 	974875 	1234130 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	46073 u	: 	: 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	149816 	197276 	352281 	486861 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1251677 	5137845 	4909772 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	2367838 	2844350 	5103708 	5759238 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	437516 	487965 	1459831 	1965950 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	2171792 	3106246 	7945271 	: 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	897102 	1526794 	2208146 	3229705 
A,TOTAL,EU27_2020_FOR,UNK,N1-3,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	1171773 	1157174 	2765513 	3604129 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	2310343 	: 	: 	: 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	17798123 	39451712 	65317472 	70720562 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	42152771 	: 	: 	: 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	948307 	647116 	3336784 	4253461 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	45822937 	47036180 	73865673 	: 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	3315291 	3249825 	5385457 	7318090 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	13311148 	18347112 	32945868 	35342434 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	248864958 	333762697 	536171737 	572099447 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	1799627 	2041080 	4561185 	4426673 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	17446796 	29442193 	53746269 	57786963 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	16986443 	10973040 	34810907 	37456096 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	45171968 	71422741 	115099083 	125994850 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	2522720 	3187914 	3900693 	6157704 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	8778439 	10674285 	21998331 	25605337 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	6226567 	8193113 	32692249 	33589595 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	12424207 	25459452 	43466023 	39157717 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	2857804 	3520507 	7979479 	8976062 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	9769663 	12524015 	16343383 	15882316 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	2166957 	2916247 	4502825 	6003755 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	245886 	827634 	: 	: 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	721536 	1374875 	2397758 	2934534 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	15837438 	39186582 	40095189 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	47875941 	53171470 	87904098 	84731876 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	3245441 	5049319 	10076142 	11462978 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	21242875 	30681425 	92505604 	: 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	6333751 	10461264 	14519445 	16614964 
A,TOTAL,EU27_2020_FOR,UNK,N_GE1,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	4340016 	7911217 	14141574 	17556515 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	2262967 	: 	: 	: 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	14548902 	34241620 	54231016 	58002377 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	38910037 	: 	: 	: 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	850339 	577670 u	3009969 	3753859 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	42566381 	44247590 	67577774 	: 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	3047553 	3044548 	4679584 	6373027 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	11737911 	17061464 	29574251 	30876996 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	231480825 	313079384 	499505079 	531840663 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	1697477 	1900167 	4277854 	4128675 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	14831542 	25941020 	46157224 	49194272 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	15162718 	9773658 	30855197 	31856017 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	38595755 	64958237 	100141363 	108495130 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	2271060 	2881589 	3002766 	4744792 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	6463881 	8591161 	17894513 	21082871 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	5526569 	7817896 	30510279 	30718828 
A,TOTAL,EU27_2020_FOR,UNK,N_GE4,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	10743651 	23938675 	39784700 	34964395 
