freq,c_dest,purpose,duration,isced11,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,DOM,PER,N_GE1,ED5-8,NR,MK	: 	: 	: 	: 	: 	: 	: 	32145 	67784 	77103 	: 	: 
A,DOM,PER,N_GE1,ED5-8,NR,MT	: 	: 	59184 	59817 	89666 	: 	: 	73262 	166828 	170770 	137239 	164980 
A,DOM,PER,N_GE1,ED5-8,NR,NL	12714624 	11513899 	11031166 	10739160 	11126255 	8327563 	8422103 	8721787 	8424805 	16626795 	11244333 	11840858 
A,DOM,PER,N_GE1,ED5-8,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3563979 	2988930 
A,DOM,PER,N_GE1,ED5-8,NR,PT	4144808 	4580692 	: 	5360379 	5296417 	5583433 	5942874 	6870857 	4811350 	5928449 	7008563 	144657 
A,DOM,PER,N_GE1,ED5-8,NR,RO	: 	4069874 	3873095 	3730175 	4076579 	4324982 	4687637 	4651798 	3155788 	4613198 	4922325 	4335910 
A,DOM,PER,N_GE1,ED5-8,NR,RS	: 	: 	: 	: 	: 	: 	320160 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,ED5-8,NR,SI	684708 	670308 	666719 	569302 	610991 	: 	: 	: 	: 	1184949 	938791 	1235862 
A,DOM,PER,N_GE1,TOTAL,NR,AL	: 	: 	: 	: 	: 	3265076 	: 	4138649 	2885810 	: 	: 	: 
A,DOM,PER,N_GE1,TOTAL,NR,AT	9015192 	9682051 	9573164 	9197692 	10063508 	9848564 	10600577 	11130760 	9377351 	9575501 	12691914 	12713939 
A,DOM,PER,N_GE1,TOTAL,NR,BE	2485447 	2574641 	2202277 	3133218 	2820302 	2950834 	3575837 	3885050 	3307409 	5231677 	4458077 	4569951 
A,DOM,PER,N_GE1,TOTAL,NR,BG	3006110 	3259295 	3012004 	2430637 	2874771 	4570877 	4011329 	3696975 	2236618 	2905574 	3329662 	3579469 
A,DOM,PER,N_GE1,TOTAL,NR,CH	6225061 	6820128 	6312438 	6068426 	5986118 	6378939 	6024762 	6157354 	6984066 	7329393 	6827685 	: 
A,DOM,PER,N_GE1,TOTAL,NR,CY	1336115 	1263806 	1272010 	1281176 	1359130 	1383643 	1554102 	1615335 	1687270 	1859997 	1663520 	1534148 
A,DOM,PER,N_GE1,TOTAL,NR,CZ	25986952 	24304012 	26196815 	23287272 	26055631 	28156048 	26333712 	26713605 	20410535 	22318665 	25512862 	19683158 
A,DOM,PER,N_GE1,TOTAL,NR,DE	130076882 	130818258 	123741073 	135503132 	132778475 	121708947 	128567763 	129706082 	93113952 	111164786 	111744238 	122765534 
A,DOM,PER,N_GE1,TOTAL,NR,DK	20437399 	22215862 	22904453 	22821994 	20455167 	17083300 	9779548 	16770766 	16300297 	12059300 	10957040 	10312845 
A,DOM,PER,N_GE1,TOTAL,NR,EE	1603942 	1556379 	2256060 	2382651 	2826552 	2870377 	3953918 	3075386 	1945581 	2060150 	2386289 	2872860 
A,DOM,PER,N_GE1,TOTAL,NR,EL	6257327 	4615278 	5340341 	4841429 	4590494 	5296423 	5523864 	4941570 	4331617 	4707635 	5801776 	5750698 
A,DOM,PER,N_GE1,TOTAL,NR,ES	115084699 	113318596 	110258727 	118297495 	125026932 	131951376 	132197448 	130466828 	72183172 	103596697 	119294004 	124108495 
A,DOM,PER,N_GE1,TOTAL,NR,FI	26771129 	26527497 	25208829 	25721202 	25928616 	26383669 	25680851 	25730325 	21376797 	27733046 	24554786 	21382100 
A,DOM,PER,N_GE1,TOTAL,NR,FR	181517827 	181318156 	181739243 	161944418 	158642404 	171703705 	169898972 	167416819 	138761656 	170750325 	182848255 	188622147 
A,DOM,PER,N_GE1,TOTAL,NR,HR	5111093 	5350704 	4623508 	3587698 	2546275 	2552192 	2773051 	3299734 	2356500 	3020049 	2896371 	3274482 
A,DOM,PER,N_GE1,TOTAL,NR,HU	13990742 	11608394 	12258070 	12300783 	11778710 	11872352 	11688652 	11772996 	7390621 	8318439 	10387963 	10588615 
A,DOM,PER,N_GE1,TOTAL,NR,IE	6108903 	6194266 	6450941 	6522160 	6828674 	7150319 	8131211 	8572179 	5842327 	4286713 	9997559 	9226521 
A,DOM,PER,N_GE1,TOTAL,NR,IT	43131050 	36476703 	37222958 	35319955 	42018881 	40828133 	47342452 	41739584 	26968451 	29920509 	35009014 	32460371 
A,DOM,PER,N_GE1,TOTAL,NR,LT	2204661 	2271439 	2316241 	2321616 	2217373 	2204722 	2309271 	2455569 	2132238 	2724561 	3157715 	3432288 
A,DOM,PER,N_GE1,TOTAL,NR,LU	43172 	52594 	25440 	20128 	17905 u	32758 	35329 	28524 	136492 	147815 	157817 	190008 
A,DOM,PER,N_GE1,TOTAL,NR,LV	3635701 	3014573 	3172774 	2885025 	3018022 	2860265 	2529767 	2467149 	1328766 	2359927 	2765136 	2853940 
A,DOM,PER,N_GE1,TOTAL,NR,ME	: 	: 	: 	: 	879042 	840169 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	164557 	208502 	206566 	: 	: 
A,DOM,PER,N_GE1,TOTAL,NR,MT	200378 	184940 	195981 	200523 	303068 	253037 	238144 	227087 	350349 	374465 	356998 	429382 
A,DOM,PER,N_GE1,TOTAL,NR,NL	27526206 	24795926 	23930647 	23190661 	23476507 	23132997 	22227331 	23001935 	20040720 	30399210 	20505457 	20939844 
A,DOM,PER,N_GE1,TOTAL,NR,NO	: 	9600572 	11665409 	10692386 	10819903 	11390699 	15715482 	: 	: 	18564384 	18378468 	17914864 
A,DOM,PER,N_GE1,TOTAL,NR,PL	38586107 	38986942 	37125204 	38594696 	42136806 	44283457 	46025075 	48286746 	37273362 	44842585 	49956185 	50248366 
A,DOM,PER,N_GE1,TOTAL,NR,PT	11845548 	12663903 	12163810 	12971180 	13163262 	14507722 	14912948 	16507381 	10956352 	12973167 	15588157 	16026892 
A,DOM,PER,N_GE1,TOTAL,NR,RO	15639388 	16223234 	15832902 	15058724 	15715863 	16208095 	16577475 	17186651 	11014763 	16052660 	16414569 	19090066 
A,DOM,PER,N_GE1,TOTAL,NR,RS	: 	: 	: 	: 	: 	: 	859890 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,TOTAL,NR,SE	: 	: 	23883797 	27142419 	26794765 	30633391 	29456981 	30364188 	44202358 	45945943 	52335074 	: 
A,DOM,PER,N_GE1,TOTAL,NR,SI	1974899 	1922972 	1795116 	1452035 	1619148 	1720582 	1878491 	1590073 	1203862 	3049090 	2567352 	3251593 
A,DOM,PER,N_GE1,TOTAL,NR,SK	3582368 	3838923 	4090223 	4736851 	5824208 	6180313 	6894612 	7655585 	4161984 	4536024 	6755240 	7056757 
A,DOM,PER,N_GE1,TOTAL,NR,UK	91533096 	89470707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,UNK,NR,BE	2485447 	2574641 	2202277 	3133218 	2820302 	2950834 	3575837 	3885050 	3307409 	: 	: 	: 
A,DOM,PER,N_GE1,UNK,NR,BG	3006110 	3259295 	3012004 	2430637 	2874771 	4570877 	4011329 	3696975 	2236618 	: 	: 	: 
A,DOM,PER,N_GE1,UNK,NR,CH	6225061 	6820128 	6312438 	6068426 	5986118 	6378939 	6024762 	6157354 	6984066 	7329393 	6827685 	: 
A,DOM,PER,N_GE1,UNK,NR,CY	1336115 	1263806 	1272010 	1281176 	1359130 	1383643 	1554102 	1615335 	1687270 	1859997 	1663520 	1534148 
A,DOM,PER,N_GE1,UNK,NR,CZ	25986952 	24304012 	26196815 	23287272 	26055631 	28156048 	26333712 	26713605 	20410535 	22318665 	25512862 	19683158 
A,DOM,PER,N_GE1,UNK,NR,DE	130076882 	130818258 	123741073 	135503132 	132778475 	121708947 	128567763 	129706082 	93113952 	111164786 	111744238 	122765534 
A,DOM,PER,N_GE1,UNK,NR,DK	20437399 	22215862 	22904453 	22821994 	20455167 	17083300 	9779548 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,UNK,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	386252 
A,DOM,PER,N_GE1,UNK,NR,EL	6257327 	4615278 	5340341 	4841429 	4590494 	5296423 	5523864 	4941570 	4331617 	4707635 	5801776 	5750698 
A,DOM,PER,N_GE1,UNK,NR,FR	181517827 	181318156 	181739243 	161944418 	158642404 	171703705 	169898972 	167416819 	: 	: 	: 	: 
A,DOM,PER,N_GE1,UNK,NR,HR	: 	: 	4623508 	3587698 	2546275 	2552192 	2773051 	3299734 	2356500 	3020049 	2896371 	3274482 
A,DOM,PER,N_GE1,UNK,NR,HU	13990742 	11608394 	12258070 	: 	: 	: 	: 	: 	38719 u	8318439 	10387963 	10588615 
A,DOM,PER,N_GE1,UNK,NR,IE	6108903 	6194266 	6450941 	6522160 	6828674 	7150319 	8131211 	8572179 	5842327 	4286713 	9997559 	9226521 
A,DOM,PER,N_GE1,UNK,NR,IT	43131050 	36476703 	37222958 	35319955 	42018881 	40828133 	47342452 	41739584 	26968451 	29920509 	35009014 	32460371 
A,DOM,PER,N_GE1,UNK,NR,LT	2204661 	2271439 	2316241 	2321616 	2217373 	2204722 	2309271 	2455569 	2132238 	2724561 	3157715 	3432288 
A,DOM,PER,N_GE1,UNK,NR,LU	: 	52594 	25440 	20128 	17905 u	32758 	35329 	8476 u	136492 	147815 	157817 	190008 
A,DOM,PER,N_GE1,UNK,NR,ME	: 	: 	: 	: 	879042 	840169 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,UNK,NR,MT	200378 	184940 	: 	: 	: 	253037 	238144 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,UNK,NR,NL	141603 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,UNK,NR,NO	: 	9600572 	11665409 	10692386 	10819903 	11390699 	15715482 	: 	: 	18564384 	: 	: 
A,DOM,PER,N_GE1,UNK,NR,PL	38586107 	38986942 	37125204 	38594696 	42136806 	44283457 	46025075 	48286746 	37273362 	44842585 	49956185 	50248366 
A,DOM,PER,N_GE1,UNK,NR,PT	: 	: 	12163810 	: 	: 	: 	: 	: 	: 	: 	: 	15662208 
A,DOM,PER,N_GE1,UNK,NR,RO	15639388 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,UNK,NR,SE	: 	: 	23883797 	27142419 	26794765 	30633391 	29456981 	30364188 	44202358 	45945943 	52335074 	: 
A,DOM,PER,N_GE1,UNK,NR,SI	: 	: 	: 	: 	: 	1720582 	1878491 	1590073 	1203862 	: 	: 	: 
A,DOM,PER,N_GE1,UNK,NR,SK	3582368 	3838923 	4090223 	4736851 	5824208 	6180313 	6894612 	7655585 	4161984 	4536024 	6755240 	7056757 
A,DOM,PER,N_GE1,UNK,NR,UK	91533096 	89470707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,ED0-2,NR,AL	: 	: 	: 	: 	: 	221560 	: 	527513 	358520 	: 	: 	: 
A,DOM,PER,N_GE4,ED0-2,NR,AT	555599 	524685 	426920 	377297 	436814 	423329 	512206 	537749 	320693 	300002 	393339 	358795 
A,DOM,PER,N_GE4,ED0-2,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	243784 	199586 	152556 
A,DOM,PER,N_GE4,ED0-2,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	113054 	134567 
A,DOM,PER,N_GE4,ED0-2,NR,DK	: 	: 	: 	: 	: 	: 	: 	827549 	741335 	596528 	392981 	338672 
A,DOM,PER,N_GE4,ED0-2,NR,EE	: u	23205 u	35382 u	42877 u	50464 u	41075 u	52547 u	57008 u	45975 u	60581 u	: u	36244 u
A,DOM,PER,N_GE4,ED0-2,NR,ES	11044739 	10907655 	10172317 	10737344 	12203746 	12318400 	11896602 	12282013 	5981961 	8711138 	9697518 	10287329 
A,DOM,PER,N_GE4,ED0-2,NR,FI	1348700 	1204787 	1094409 	1137564 	952136 	1007636 	999596 	720332 	1081917 	1325085 	962256 	803501 
A,DOM,PER,N_GE4,ED0-2,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2920238 	4059543 	3992008 	4033726 
A,DOM,PER,N_GE4,ED0-2,NR,HR	304295 	386274 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,ED0-2,NR,HU	: 	: 	: 	423762 	416069 	378229 	377852 	376559 	208527 	: 	: 	: 
A,DOM,PER,N_GE4,ED0-2,NR,LU	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,DOM,PER,N_GE4,ED0-2,NR,LV	56827 u	48759 u	48174 u	40467 u	45340 u	42157 u	: u	: u	: u	: u	32876 u	: u
A,DOM,PER,N_GE4,ED0-2,NR,MK	: 	: 	: 	: 	: 	: 	: 	25706 u	9760 u	: u	: 	: 
A,DOM,PER,N_GE4,ED0-2,NR,MT	: 	: 	: u	: u	: u	: 	: 	: u	7382 u	: u	6836 u	: u
A,DOM,PER,N_GE4,ED0-2,NR,NL	2029782 	1964088 	1860865 	1706815 	1704766 	1732656 	1642383 	1494470 	1322470 	1632564 	1337197 	1330900 
A,DOM,PER,N_GE4,ED0-2,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1034361 	1062803 
A,DOM,PER,N_GE4,ED0-2,NR,PT	1427314 	1645681 	: 	1339179 	1327184 	1561071 	1378129 	1670177 	1166254 	1393612 	1337641 	42787 
A,DOM,PER,N_GE4,ED0-2,NR,RO	: 	391869 	377252 	312427 	362968 	334996 	367488 	341510 	213330 	274298 	244057 	503416 
A,DOM,PER,N_GE4,ED0-2,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,ED0-2,NR,SI	53028 	73184 	42275 u	59745 	77187 	: 	: 	: 	: 	114488 	82862 	91331 
A,DOM,PER,N_GE4,ED3_4,NR,AL	: 	: 	: 	: 	: 	335294 	: 	490406 	371091 	: 	: 	: 
A,DOM,PER,N_GE4,ED3_4,NR,AT	1850184 	1954876 	1697301 	1574428 	1845485 	1845613 	1623462 	1556259 	1575109 	1575699 	1712584 	1973282 
A,DOM,PER,N_GE4,ED3_4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	398390 	368570 	330441 
A,DOM,PER,N_GE4,ED3_4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	687634 	676824 	851806 
A,DOM,PER,N_GE4,ED3_4,NR,DK	: 	: 	: 	: 	: 	: 	: 	1806914 	1896823 	1395846 	944530 	949170 
A,DOM,PER,N_GE4,ED3_4,NR,EE	139854 	59471 	93596 	93709 	97434 	118016 	110037 	98737 	62623 u	93516 u	70866 u	88173 u
A,DOM,PER,N_GE4,ED3_4,NR,ES	11681051 	11705645 	11522845 	6741347 	7009618 	7421014 	7507748 	7543515 	4885315 	7071565 	8054038 	8343013 
A,DOM,PER,N_GE4,ED3_4,NR,FI	1993091 	1940732 	2003072 	1912592 	1911662 	1918993 	1816662 	1861853 	2186572 	2596002 	2119120 	2092174 
A,DOM,PER,N_GE4,ED3_4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	20861890 	25553088 	27399473 	23457128 
A,DOM,PER,N_GE4,ED3_4,NR,HR	1254354 	1134263 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,ED3_4,NR,HU	: 	: 	: 	1514364 	1516439 	1432517 	1434180 	1440112 	923840 	: 	: 	: 
A,DOM,PER,N_GE4,ED3_4,NR,LU	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,DOM,PER,N_GE4,ED3_4,NR,LV	167924 	165747 	213460 	136851 	166839 	100195 	118875 	144843 	94630 u	174980 	123002 	162776 
A,DOM,PER,N_GE4,ED3_4,NR,MK	: 	: 	: 	: 	: 	: 	: 	42837 	25916 	43455 	: 	: 
A,DOM,PER,N_GE4,ED3_4,NR,MT	: 	: 	18975 	17011 	29665 	: 	: 	26941 	30959 	41197 	40071 	41738 
A,DOM,PER,N_GE4,ED3_4,NR,NL	2848655 	2630112 	2421181 	2483085 	2661255 	3326745 	3282036 	3620498 	3307543 	3045619 	2077838 	2039967 
A,DOM,PER,N_GE4,ED3_4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3270177 	3268237 
A,DOM,PER,N_GE4,ED3_4,NR,PT	676807 	817766 	: 	797478 	744087 	944054 	918023 	1005813 	946905 	1120380 	1106760 	30078 
A,DOM,PER,N_GE4,ED3_4,NR,RO	: 	3652331 	3505546 	3105312 	3056790 	3006710 	3263416 	3802377 	2345081 	3399995 	3427510 	4066224 
A,DOM,PER,N_GE4,ED3_4,NR,RS	: 	: 	: 	: 	: 	: 	206352 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,ED3_4,NR,SI	222479 	184430 	161445 	172757 	179643 	: 	: 	: 	: 	317044 	275198 	275628 
A,DOM,PER,N_GE4,ED5-8,NR,AL	: 	: 	: 	: 	: 	260855 	: 	304484 	299611 	: 	: 	: 
A,DOM,PER,N_GE4,ED5-8,NR,AT	832298 	887681 	739759 	894353 	898887 	814966 	1103524 	1127647 	1193502 	1021849 	1086435 	1170529 
A,DOM,PER,N_GE4,ED5-8,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	983277 	573682 	683690 
A,DOM,PER,N_GE4,ED5-8,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	535822 	572657 	563090 
A,DOM,PER,N_GE4,ED5-8,NR,DK	: 	: 	: 	: 	: 	: 	: 	1796550 	1671573 	1322460 	1163313 	1089302 
A,DOM,PER,N_GE4,ED5-8,NR,EE	86622 u	87231 	79061 	98328 	79742 u	112220 	107180 u	127251 	105926 	121866 	119654 	131694 
A,DOM,PER,N_GE4,ED5-8,NR,ES	8819331 	8647005 	8383440 	12873845 	13397764 	13771283 	14311820 	14542306 	10490928 	14265083 	16146811 	17653009 
A,DOM,PER,N_GE4,ED5-8,NR,FI	1946000 	2162096 	2041698 	2170376 	2426682 	2260778 	2584241 	2516591 	3356337 	4158047 	3867592 	3077908 
A,DOM,PER,N_GE4,ED5-8,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	38219565 	41392479 	42044532 	44560592 
A,DOM,PER,N_GE4,ED5-8,NR,HR	524353 	661011 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,ED5-8,NR,HU	: 	: 	: 	1184322 	1058859 	1093798 	1209011 	1241204 	931567 	: 	: 	: 
A,DOM,PER,N_GE4,ED5-8,NR,LU	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,DOM,PER,N_GE4,ED5-8,NR,LV	141574 	90533 u	191629 	130950 	78150 u	128338 	105756 	131731 	114332 	131453 	132774 	142408 
A,DOM,PER,N_GE4,ED5-8,NR,MK	: 	: 	: 	: 	: 	: 	: 	12707 u	26662 	30642 	: 	: 
A,DOM,PER,N_GE4,ED5-8,NR,MT	: 	: 	7230 u	8357 u	9856 u	: 	: 	7738 u	30471 	33834 	21364 	20800 
A,DOM,PER,N_GE4,ED5-8,NR,NL	2930514 	2661885 	2624089 	2843755 	2915689 	1901797 	2001212 	2232090 	2769759 	4679767 	3082349 	3138375 
A,DOM,PER,N_GE4,ED5-8,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1247691 	1039504 
A,DOM,PER,N_GE4,ED5-8,NR,PT	1084370 	1324682 	: 	1376694 	1227592 	1253881 	1455966 	1671113 	1620784 	1790318 	1850696 	66721 
A,DOM,PER,N_GE4,ED5-8,NR,RO	: 	1894518 	1689631 	1613043 	1844790 	1854719 	1995620 	2114096 	1465314 	1961768 	2010268 	1814579 
A,DOM,PER,N_GE4,ED5-8,NR,RS	: 	: 	: 	: 	: 	: 	147215 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,ED5-8,NR,SI	95437 	97366 	119345 	91700 	107480 	: 	: 	: 	: 	207519 	174584 	153643 
A,DOM,PER,N_GE4,TOTAL,NR,AL	: 	: 	: 	: 	: 	817709 	: 	1322403 	1029223 	: 	: 	: 
A,DOM,PER,N_GE4,TOTAL,NR,AT	3238081 	3367242 	2863980 	2846079 	3181186 	3083908 	3239192 	3221655 	3089305 	2897550 	3192358 	3502607 
A,DOM,PER,N_GE4,TOTAL,NR,BE	995566 	903854 	766495 	897547 	1121826 	775304 	1106161 	1102619 	1087600 	1625452 	1141837 	1166687 
A,DOM,PER,N_GE4,TOTAL,NR,BG	1064823 	1381584 	1156140 	1006342 	1278598 	1834030 	1676146 	1492168 	1028463 	1227874 	1362536 	1549462 
A,DOM,PER,N_GE4,TOTAL,NR,CH	2319940 	2369686 	2319427 	2010130 	2149262 	2410578 	2291472 	2143244 	2909456 	2774031 	2556816 	: 
A,DOM,PER,N_GE4,TOTAL,NR,CY	261551 	384003 	309224 	198583 	245017 	216533 	224623 	250335 	242378 	273506 	314339 	282240 
A,DOM,PER,N_GE4,TOTAL,NR,CZ	7358050 	7088929 	7668598 	7083940 	8353540 	8094409 	7835345 	8412181 	7635898 	7826064 	8058910 	6842330 
A,DOM,PER,N_GE4,TOTAL,NR,DE	45168818 	43467984 	43631518 	45968688 	45674140 	42645426 	46177166 	45325032 	35668198 	40891962 	44460857 	44293272 
A,DOM,PER,N_GE4,TOTAL,NR,DK	3094490 	3019456 	3393261 	3325607 	3054951 	3245186 	3190998 	4431013 	4309731 	3314833 	2500824 	2377144 
A,DOM,PER,N_GE4,TOTAL,NR,EE	249974 	169906 	208038 	234914 	227640 	271311 	269764 	282996 	214523 	275963 	228408 	267837 
A,DOM,PER,N_GE4,TOTAL,NR,EL	3598400 	3257822 	3743932 	3368900 	3253327 	3849885 	4002378 	3640871 	3168803 	3487009 	4159349 	4273260 
A,DOM,PER,N_GE4,TOTAL,NR,ES	31545121 	31260305 	30078603 	30352536 	32611128 	33510697 	33716170 	34367834 	21358205 	30047786 	33898367 	36283351 
A,DOM,PER,N_GE4,TOTAL,NR,FI	5287791 	5307615 	5139179 	5220532 	5290481 	5187407 	5400499 	5098776 	6624827 	8079134 	6948967 	5973583 
A,DOM,PER,N_GE4,TOTAL,NR,FR	80426993 	81626757 	81539693 	73210774 	71501223 	72691602 	73193812 	69333404 	62001693 	71005110 	73436013 	72051446 
A,DOM,PER,N_GE4,TOTAL,NR,HR	2083001 	2181548 	1760512 	1728847 	1227558 	1319639 	1391216 	1546709 	1110206 	1516003 	1450291 	1587448 
A,DOM,PER,N_GE4,TOTAL,NR,HU	3586431 	3325387 	3252244 	3122448 	2991367 	2904544 	3021043 	3057875 	2075907 	2281602 	2382535 	2650249 
A,DOM,PER,N_GE4,TOTAL,NR,IE	1119309 	1208285 	1149419 	1110121 	1173003 	1163036 	1247749 	1366019 	1342302 	1037551 	1710603 	1465643 
A,DOM,PER,N_GE4,TOTAL,NR,IT	20216232 	18860608 	17587158 	16497475 	19061696 	19835759 	21648833 	20156416 	14328883 	17964225 	18473732 	17477200 
A,DOM,PER,N_GE4,TOTAL,NR,LT	403672 	498683 	457199 	427391 	408127 	402804 	417063 	415343 	372606 	394624 	406100 	445942 
A,DOM,PER,N_GE4,TOTAL,NR,LU	: u	: u	: u	: u	: u	10218 u	7324 u	: u	25035 	31743 	39722 	37264 
A,DOM,PER,N_GE4,TOTAL,NR,LV	366324 	305039 	453263 	308269 	290329 	270690 	259357 	305764 	255514 	335647 	288651 	332774 
A,DOM,PER,N_GE4,TOTAL,NR,ME	: 	: 	: 	: 	351998 	297448 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	81250 	62338 	81319 	: 	: 
A,DOM,PER,N_GE4,TOTAL,NR,MT	34743 u	20752 u	30062 	31217 	44005 	41975 	41349 	37324 	68811 	78688 	68271 	70844 
A,DOM,PER,N_GE4,TOTAL,NR,NL	7871127 	7256086 	6906134 	7033655 	7281709 	6961197 	6925630 	7347058 	7399772 	9357950 	6497383 	6509242 
A,DOM,PER,N_GE4,TOTAL,NR,NO	: 	3033249 	3490660 	3194315 	3277948 	3556685 	3898331 	: 	: 	5963173 	5552230 	5370543 
A,DOM,PER,N_GE4,TOTAL,NR,PL	15032150 	16215854 	14673119 	15299138 	16702779 	17551165 	18342523 	19569016 	15673590 	19215642 	21196012 	20697049 
A,DOM,PER,N_GE4,TOTAL,NR,PT	3188491 	3788130 	3134081 	3513351 	3298863 	3759005 	3752118 	4347103 	3733943 	4304310 	4295096 	4338859 
A,DOM,PER,N_GE4,TOTAL,NR,RO	6020465 	5938718 	5572429 	5030781 	5264548 	5196424 	5626524 	6257983 	4023724 	5636061 	5681834 	6384219 
A,DOM,PER,N_GE4,TOTAL,NR,RS	: 	: 	: 	: 	: 	: 	399476 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,TOTAL,NR,SE	: 	: 	6114335 	7013787 	6750288 	9968401 	8932419 	9621726 	11613878 	13062285 	14846249 	: 
A,DOM,PER,N_GE4,TOTAL,NR,SI	370944 	354981 	323065 	324202 	364311 	303922 	318298 	341431 	397422 	639052 	532644 	520602 
A,DOM,PER,N_GE4,TOTAL,NR,SK	1691375 	1172396 	1278502 	1419782 	1631163 	1740178 	2015181 	2406178 	1168896 	1336127 	1753475 	1951817 
A,DOM,PER,N_GE4,TOTAL,NR,UK	25437073 	24543559 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,UNK,NR,BE	995566 	903854 	766495 	897547 	1121826 	775304 	1106161 	1102619 	1087600 	: 	: 	: 
A,DOM,PER,N_GE4,UNK,NR,BG	1064823 	1381584 	1156140 	1006342 	1278598 	1834030 	1676146 	1492168 	1028463 	: 	: 	: 
A,DOM,PER,N_GE4,UNK,NR,CH	2319940 	2369686 	2319427 	2010130 	2149262 	2410578 	2291472 	2143244 	2909456 	2774031 	2556816 	: 
A,DOM,PER,N_GE4,UNK,NR,CY	261551 	384003 	309224 	198583 	245017 	216533 	224623 	250335 	242378 	273506 	314339 	282240 
A,DOM,PER,N_GE4,UNK,NR,CZ	7358050 	7088929 	7668598 	7083940 	8353540 	8094409 	7835345 	8412181 	7635898 	7826064 	8058910 	6842330 
A,DOM,PER,N_GE4,UNK,NR,DE	45168818 	43467984 	43631518 	45968688 	45674140 	42645426 	46177166 	45325032 	35668198 	40891962 	44460857 	44293272 
A,DOM,PER,N_GE4,UNK,NR,DK	3094490 	3019456 	3393261 	3325607 	3054951 	3245186 	3190998 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,UNK,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,DOM,PER,N_GE4,UNK,NR,EL	3598400 	3257822 	3743932 	3368900 	3253327 	3849885 	4002378 	3640871 	3168803 	3487009 	4159349 	4273260 
A,DOM,PER,N_GE4,UNK,NR,FR	80426993 	81626757 	81539693 	73210774 	71501223 	72691602 	73193812 	69333404 	: 	: 	: 	: 
A,DOM,PER,N_GE4,UNK,NR,HR	: 	: 	1760512 	1728847 	1227558 	1319639 	1391216 	1546709 	1110206 	1516003 	1450291 	1587448 
A,DOM,PER,N_GE4,UNK,NR,HU	3586431 	3325387 	3252244 	: 	: 	: 	: 	: 	: u	2281602 	2382535 	2650249 
A,DOM,PER,N_GE4,UNK,NR,IE	1119309 	1208285 	1149419 	1110121 	1173003 	1163036 	1247749 	1366019 	1342302 	1037551 	1710603 	1465643 
