freq,c_dest,purpose,duration,isced11,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1118172 	1201804 	2499202 	3184060 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	703090 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1379223 	1679916 	2957551 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	87241 u	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	97677 u	108931 u	415433 	774666 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	73894 u	102587 u	202489 	378801 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	180462 	355542 	340245 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	211492 u	99720 u	223712 u	172767 u
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	25904 u	27832 u
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	288672 	308280 	937714 	1332539 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	80164 u	: u	241082 	275456 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	222093 u	467359 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	50655 u
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	20620 u	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	6394 u	5447 u
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	136722 	134708 	511786 	461851 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	303975 	186012 u
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	40415 	46691 	125242 	10339 u
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,ED0-2,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	53792 	63230 	120322 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	22339 u	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	281493 	315451 	887287 	1218788 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	201538 	508102 	514781 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	88457 	95164 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	271052 u	173224 u	371055 	559908 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	55819 	60294 	106384 	97277 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	284078 	328612 	841232 	944386 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	163303 u	: u	316211 	344214 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	679232 	507903 	1452705 	1920549 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	32384 u	29982 u	110965 	152648 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	12423 u	43865 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	24793 	20984 	45777 	64664 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	458147 	303862 	1044627 	1096015 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	856997 	559014 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	40213 	41094 u	135408 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	37775 u	65360 	152376 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED3_4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	106842 	175074 	309184 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	28704 u	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	147010 	313707 	684856 	917557 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	396794 	973523 	1272603 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	119703 	94121 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	345057 	133604 u	585703 	617414 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	52774 u	78115 	114894 	167971 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	517526 	679739 	2076173 	2535894 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	233688 	131219 u	521957 	528610 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	1941780 	1229371 	4412779 	5697515 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	76125 	132824 	211553 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	14734 u	35545 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	17992 	17037 u	53165 	61444 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	597784 	739297 	2653557 	3063104 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	216318 	155516 u
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	63791 	66773 	278659 	17282 u
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	73862 	107505 	125597 
A,NEU27_2020_FOR,TOTAL,N_GE4,ED5-8,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	62911 	114418 	133922 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	56606 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	502396 	731746 	1774631 	2515146 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	650792 	778794 	1837167 	2127630 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	51756 u	61484 u	238841 	208484 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	804646 	890246 	1436088 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	130323 	91398 u	305121 	384946 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	125726 u	505866 	1304330 	1417653 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	5294570 	7159987 	16607966 	24026332 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	827601 	406548 	1180469 	1350089 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	118890 	149681 	247183 	334844 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	114310 	126917 	344837 	355202 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1090276 	1316631 	3855119 	4812819 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	477155 	252431 	1079251 	1148280 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2689014 	1795453 	6087577 	8085423 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	81094 	168898 	257601 	343459 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	254388 	344634 	614188 	814056 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	520749 	504422 	1414680 	1849215 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	965466 	769373 	2568035 	2862467 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	158922 	209694 	556280 	639990 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	109258 	152864 	339473 	400692 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	72829 u	118640 	259050 	414856 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	32500 	100031 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	45435 	41194 	105337 	131555 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1192653 	1177867 	4209970 	4620969 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	213956 	1377290 	900542 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	961981 	1126230 	2311984 	2939512 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	144420 	154558 	539309 	629355 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	30468 u	111637 	175587 	294680 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1005233 	1178185 	2301548 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	68115 u	223545 	352722 	563427 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	87026 u	387113 	701612 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	650792 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	51756 u	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	804646 	890246 	1436088 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	130323 	91398 u	305121 	384946 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	125726 u	505866 	1304330 	1417653 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	5294570 	7159987 	16607966 	24026332 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41763 u
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	114310 	126917 	344837 	355202 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	81094 	168898 	257601 	343459 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	254388 	344634 	614188 	814056 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	520749 	504422 	1414680 	1849215 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	965466 	769373 	2568035 	2862467 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	158922 	209694 	556280 	639990 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	109258 	152864 	339473 	400692 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	213956 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	961981 	1126230 	2311984 	2939512 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	597088 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1005233 	1178185 	2301548 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	68115 u	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,UNK,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	87026 u	387113 	701612 
A,WORLD,PER,N1-3,ED0-2,NR,AL	: 	: 	: 	: 	: 	988687 	: 	1270032 	667651 	: 	: 	: 
A,WORLD,PER,N1-3,ED0-2,NR,AT	1423310 	1273225 	1244205 	1243338 	1417728 	1316516 	1456116 	1444231 	751239 	807118 	1150154 	1442860 
A,WORLD,PER,N1-3,ED0-2,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	627480 	820102 	799530 
A,WORLD,PER,N1-3,ED0-2,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	210236 	206825 
A,WORLD,PER,N1-3,ED0-2,NR,DK	: 	: 	: 	: 	: 	: 	: 	2884092 	2525029 	1652402 	1646486 	1594584 
A,WORLD,PER,N1-3,ED0-2,NR,EE	158231 	163466 	295484 	247705 	423413 	462522 	635208 	520740 	241846 	317925 	438203 	435360 
A,WORLD,PER,N1-3,ED0-2,NR,ES	29793761 	28480025 	27204424 	28718529 	30010987 	33117006 	32193207 	31613062 	15426893 	21566297 	23836924 	25132481 
A,WORLD,PER,N1-3,ED0-2,NR,FI	6153848 	5598772 	5005414 	5175045 	4521450 	4927414 	4014446 	3395793 	2338557 	3258527 	3002086 	2608500 
A,WORLD,PER,N1-3,ED0-2,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	3328943 	5076259 	6490620 	5924471 
A,WORLD,PER,N1-3,ED0-2,NR,HR	654717 	391457 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,ED0-2,NR,HU	: 	: 	: 	1401549 	1282197 	1059520 	1048711 	1059501 	487512 	: 	: 	: 
A,WORLD,PER,N1-3,ED0-2,NR,LU	59220 	: 	: 	: 	: 	: 	: 	95755 	: 	: 	: 	: 
A,WORLD,PER,N1-3,ED0-2,NR,LV	401309 	296914 	227610 	291108 	303505 	292961 	253376 	239682 	105206 	180253 	271818 	250074 
A,WORLD,PER,N1-3,ED0-2,NR,MK	: 	: 	: 	: 	: 	: 	: 	26772 	23260 	36339 	: 	: 
A,WORLD,PER,N1-3,ED0-2,NR,MT	: 	: 	23800 	32572 	22919 	: 	: 	18584 	10357 u	15210 	24477 	28254 
A,WORLD,PER,N1-3,ED0-2,NR,NL	4438158 	3997633 	3906678 	3417166 	3410177 	3251435 	2871299 	2999698 	2285352 	3356717 	2429783 	2508798 
A,WORLD,PER,N1-3,ED0-2,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2533834 	2425998 
A,WORLD,PER,N1-3,ED0-2,NR,PT	3824070 	3680749 	: 	3479011 	3686410 	3856351 	4116287 	3985548 	2025345 	2303028 	3187412 	78781 
A,WORLD,PER,N1-3,ED0-2,NR,RO	: 	1067807 	1014410 	1005841 	1057891 	982730 	973222 	797629 	387336 	655225 	612379 	1008163 
A,WORLD,PER,N1-3,ED0-2,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,ED0-2,NR,SI	208369 	325043 	213417 	244972 	318555 	: 	: 	: 	: 	381492 	504096 	680818 
A,WORLD,PER,N1-3,ED3_4,NR,AL	: 	: 	: 	: 	: 	1052079 	: 	1208237 	816622 	: 	: 	: 
A,WORLD,PER,N1-3,ED3_4,NR,AT	4826370 	5136090 	5693078 	5241624 	5761441 	5778078 	5681173 	6014015 	3973432 	4506382 	7716086 	7909083 
A,WORLD,PER,N1-3,ED3_4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1174139 	1712764 	1713293 
A,WORLD,PER,N1-3,ED3_4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	1006365 	1198873 	1285848 
A,WORLD,PER,N1-3,ED3_4,NR,DK	: 	: 	: 	: 	: 	: 	: 	6303245 	4743054 	3522278 	3638770 	3699958 
A,WORLD,PER,N1-3,ED3_4,NR,EE	764537 	808031 	1150247 	1129894 	1367007 	1254476 	1726607 	1399977 	815184 	728438 	989345 	1039932 
A,WORLD,PER,N1-3,ED3_4,NR,ES	28691055 	28411655 	27906361 	20241628 	21840556 	23601434 	24197792 	23649442 	12222611 	17095914 	21151643 	21765782 
A,WORLD,PER,N1-3,ED3_4,NR,FI	9572544 	9700338 	9236624 	9436701 	9597561 	9586012 	9573236 	8701234 	5952505 	7341765 	6579911 	5925801 
A,WORLD,PER,N1-3,ED3_4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	24876043 	33353676 	39215085 	35780661 
A,WORLD,PER,N1-3,ED3_4,NR,HR	2341944 	2627102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,ED3_4,NR,HU	: 	: 	: 	4393757 	4290443 	4461697 	4157281 	4334093 	2405994 	: 	: 	: 
A,WORLD,PER,N1-3,ED3_4,NR,LU	162815 	: 	: 	: 	: 	: 	: 	177267 	: 	: 	: 	: 
A,WORLD,PER,N1-3,ED3_4,NR,LV	1856075 	1613803 	1570310 	1393945 	1444773 	1436492 	1225588 	1135054 	485190 	875845 	1211565 	1153725 
A,WORLD,PER,N1-3,ED3_4,NR,MK	: 	: 	: 	: 	: 	: 	: 	103326 	98145 	88313 	: 	: 
A,WORLD,PER,N1-3,ED3_4,NR,MT	: 	: 	124400 	127855 	208750 	: 	: 	191459 	160552 	178153 	223468 	274542 
A,WORLD,PER,N1-3,ED3_4,NR,NL	6943674 	6156396 	6299593 	6211558 	5954665 	8611744 	7992876 	8207892 	5244181 	6777313 	5327090 	5120890 
A,WORLD,PER,N1-3,ED3_4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9615444 	9791889 
A,WORLD,PER,N1-3,ED3_4,NR,PT	1946093 	2047158 	: 	2170255 	2328103 	2794982 	2788601 	3259369 	2094467 	2309800 	3193659 	79781 
A,WORLD,PER,N1-3,ED3_4,NR,RO	: 	7099345 	7104722 	6962654 	7229869 	7628453 	7353422 	7679239 	4929170 	7140047 	7269892 	9267901 
A,WORLD,PER,N1-3,ED3_4,NR,RS	: 	: 	: 	: 	: 	: 	396958 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,ED3_4,NR,SI	1380945 	1342428 	1365936 	1101063 	1113528 	: 	: 	: 	: 	1510157 	1448464 	2032322 
A,WORLD,PER,N1-3,ED5-8,NR,AL	: 	: 	: 	: 	: 	649047 	: 	622031 	501070 	: 	: 	: 
A,WORLD,PER,N1-3,ED5-8,NR,AT	2345686 	2628898 	2621996 	2699679 	2920959 	2891297 	3510810 	3865613 	2915778 	3463204 	5097628 	5063826 
A,WORLD,PER,N1-3,ED5-8,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	3552846 	4261716 	4842305 
A,WORLD,PER,N1-3,ED5-8,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	712316 	756726 	860721 
A,WORLD,PER,N1-3,ED5-8,NR,DK	: 	: 	: 	: 	: 	: 	: 	5905887 	5545568 	4375080 	4491288 	4143209 
A,WORLD,PER,N1-3,ED5-8,NR,EE	890516 	810296 	1087555 	1138233 	1202130 	1301774 	1968682 	1393616 	840031 	866771 	1101805 	1166816 
A,WORLD,PER,N1-3,ED5-8,NR,ES	27968390 	27722356 	27975914 	42407816 	43998642 	45839083 	46617060 	46000702 	24716546 	36627855 	44101098 	45133187 
A,WORLD,PER,N1-3,ED5-8,NR,FI	9294291 	9502271 	9218804 	9430457 	10065066 	10442614 	9822507 	10747388 	7149509 	9687347 	9365679 	9337809 
A,WORLD,PER,N1-3,ED5-8,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	51577516 	64261138 	70324721 	84010928 
A,WORLD,PER,N1-3,ED5-8,NR,HR	1085724 	1171636 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,ED5-8,NR,HU	: 	: 	: 	3383029 	3214703 	3446591 	3461617 	3321527 	2394462 	: 	: 	: 
A,WORLD,PER,N1-3,ED5-8,NR,LU	292944 	: 	: 	: 	: 	: 	: 	210067 	: 	: 	: 	: 
A,WORLD,PER,N1-3,ED5-8,NR,LV	1514814 	1189136 	1346084 	1358041 	1475634 	1355526 	1324922 	1306637 	680617 	1115462 	1494119 	1702375 
A,WORLD,PER,N1-3,ED5-8,NR,MK	: 	: 	: 	: 	: 	: 	: 	52342 	48124 	70366 	: 	: 
A,WORLD,PER,N1-3,ED5-8,NR,MT	: 	: 	74766 	73183 	99839 	: 	: 	123605 	160114 	163244 	174345 	230643 
A,WORLD,PER,N1-3,ED5-8,NR,NL	11648270 	10834139 	10228959 	9992028 	10386919 	8273813 	8329111 	8751923 	6393997 	13463422 	11454480 	12707839 
A,WORLD,PER,N1-3,ED5-8,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2687315 	2248124 
A,WORLD,PER,N1-3,ED5-8,NR,PT	3191493 	3347093 	: 	4147049 	4243962 	4513849 	4704386 	5500640 	3273021 	4222363 	5448780 	86637 
A,WORLD,PER,N1-3,ED5-8,NR,RO	: 	2233948 	2212679 	2177530 	2309711 	2536099 	2810449 	2663659 	1724391 	2686404 	3011751 	2638755 
A,WORLD,PER,N1-3,ED5-8,NR,RS	: 	: 	: 	: 	: 	: 	299474 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,ED5-8,NR,SI	901128 	1009355 	1000490 	879410 	890610 	: 	: 	: 	: 	1275917 	1170121 	1724283 
A,WORLD,PER,N1-3,TOTAL,NR,AL	: 	: 	: 	: 	: 	2689813 	: 	3100299 	1985343 	: 	: 	: 
A,WORLD,PER,N1-3,TOTAL,NR,AT	8595366 	9038213 	9559279 	9184641 	10100129 	9985891 	10648099 	11323859 	7640449 	8776704 	13963868 	14415769 
A,WORLD,PER,N1-3,TOTAL,NR,BE	3646602 	4295129 	4320681 	5268669 	5442459 	5673199 	6206788 	6707869 	3703299 	5354465 	6794582 	7355129 
A,WORLD,PER,N1-3,TOTAL,NR,BG	2076532 	2039729 	2045795 	1555242 	1746019 	2915297 	2619509 	2551899 	1267891 	1735923 	2165835 	2353394 
A,WORLD,PER,N1-3,TOTAL,NR,CH	7129625 	8436917 	7637876 	8419555 	7775806 	8597763 	8417340 	7699653 	5690444 	5883697 	7061064 	: 
A,WORLD,PER,N1-3,TOTAL,NR,CY	1232492 	1051445 	1111090 	1239566 	1297550 	1402370 	1584786 	1666675 	1533144 	1662887 	1607373 	1594957 
A,WORLD,PER,N1-3,TOTAL,NR,CZ	19679409 	18326261 	19708974 	17441143 	18977831 	21390393 	20301161 	19970288 	13360538 	14989829 	18773218 	14594810 
A,WORLD,PER,N1-3,TOTAL,NR,DE	98784720 	102251230 	94029597 	104888560 	104198690 	93988468 	101447632 	101923223 	64842757 	79678873 	82302228 	94834922 
A,WORLD,PER,N1-3,TOTAL,NR,DK	18870153 	21570785 	22110771 	22214379 	19908207 	15818637 	7586594 	15093224 	12813652 	9549761 	9776544 	9437751 
A,WORLD,PER,N1-3,TOTAL,NR,EE	1813285 	1781794 	2533287 	2515832 	2992551 	3018772 	4330497 	3314333 	1897061 	1913134 	2529353 	3067022 
