head,relation,tail
907,IN_YEAR,2014
908,IN_YEAR,2014
909,IN_YEAR,2014
910,IN_YEAR,2014
911,IN_YEAR,2014
912,IN_YEAR,2014
913,IN_YEAR,2014
914,IN_YEAR,2014
915,IN_YEAR,2014
916,IN_YEAR,2014
917,IN_YEAR,2014
918,IN_YEAR,2014
919,IN_YEAR,2014
920,IN_YEAR,2014
921,IN_YEAR,2014
922,IN_YEAR,2014
923,IN_YEAR,2014
924,IN_YEAR,2014
925,IN_YEAR,2014
926,IN_YEAR,2014
927,IN_YEAR,2014
928,IN_YEAR,2014
929,IN_YEAR,2014
930,IN_YEAR,2014
931,IN_YEAR,2014
932,IN_YEAR,2014
933,IN_YEAR,2014
934,IN_YEAR,2014
935,IN_YEAR,2014
936,IN_YEAR,2014
937,IN_YEAR,2014
938,IN_YEAR,2014
939,IN_YEAR,2014
940,IN_YEAR,2014
941,IN_YEAR,2014
942,IN_YEAR,2014
943,IN_YEAR,2014
944,IN_YEAR,2014
945,IN_YEAR,2014
946,IN_YEAR,2014
947,IN_YEAR,2014
948,IN_YEAR,2014
949,IN_YEAR,2014
950,IN_YEAR,2014
951,IN_YEAR,2014
952,IN_YEAR,2014
953,IN_YEAR,2014
954,IN_YEAR,2014
955,IN_YEAR,2014
956,IN_YEAR,2014
957,IN_YEAR,2014
958,IN_YEAR,2014
959,IN_YEAR,2014
960,IN_YEAR,2014
961,IN_YEAR,2014
962,IN_YEAR,2014
963,IN_YEAR,2014
964,IN_YEAR,2014
965,IN_YEAR,2014
966,IN_YEAR,2014
967,IN_YEAR,2014
968,IN_YEAR,2014
969,IN_YEAR,2014
970,IN_YEAR,2014
971,IN_YEAR,2014
972,IN_YEAR,2014
973,IN_YEAR,2014
974,IN_YEAR,2014
975,IN_YEAR,2014
976,IN_YEAR,2014
977,IN_YEAR,2014
978,IN_YEAR,2014
979,IN_YEAR,2014
980,IN_YEAR,2014
981,IN_YEAR,2014
982,IN_YEAR,2014
983,IN_YEAR,2014
984,IN_YEAR,2014
985,IN_YEAR,2014
986,IN_YEAR,2014
987,IN_YEAR,2014
988,IN_YEAR,2014
989,IN_YEAR,2014
990,IN_YEAR,2014
991,IN_YEAR,2014
992,IN_YEAR,2014
993,IN_YEAR,2014
994,IN_YEAR,2014
995,IN_YEAR,2014
996,IN_YEAR,2014
997,IN_YEAR,2014
998,IN_YEAR,2014
999,IN_YEAR,2014
1000,IN_YEAR,2014
1001,IN_YEAR,2014
1002,IN_YEAR,2014
1003,IN_YEAR,2014
1004,IN_YEAR,2014
1005,IN_YEAR,2014
1006,IN_YEAR,2014
1007,IN_YEAR,2014
1008,IN_YEAR,2014
1009,IN_YEAR,2014
1010,IN_YEAR,2014
1011,IN_YEAR,2014
1012,IN_YEAR,2014
1013,IN_YEAR,2014
1014,IN_YEAR,2014
1015,IN_YEAR,2014
